age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,Backgound,randg,ID
28,Self-emp-not-inc,176027,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,28,United-States,White Female,{8742D272-2412-40C9-A9F0-030DC5F9AF42},14957
24,Private,258700,5th-6th,3,Never-married,Farming-fishing,Other-relative,Black,Male,0,0,40,Mexico,Black Male,{E3DE0009-F870-44BB-B1E1-030F5A7D597D},27401
22,Private,185452,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,White Female,{89A3DBDC-F5A3-4487-9DC0-03112BED5FA8},27607
43,Private,54611,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,60,United-States,White Male,{F5CE86D7-B12C-4D79-8A33-031699F0459A},19123
37,Private,224566,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,United-States,White Male,{AB67E3AF-097E-4C7A-9CB1-0316BCC88CA3},31238
33,Private,287908,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,50,United-States,Black Male,{41274A59-96FA-4C6E-A52D-031ADDD99AE4},13213
59,Private,179594,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,White Male,{4AAC912D-E7FF-4A7F-A046-031BAE9B96ED},611
54,Private,174319,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,White Male,{8C19954C-B7E0-4264-9B65-031C64DADB7C},1653
33,Private,181091,10th,6,Divorced,Craft-repair,Not-in-family,White,Male,0,0,35,England,White Male,{96F19343-21D0-43AF-9CE2-031EF0580538},8789
29,Private,194864,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,18,United-States,White Female,{328C28A9-9C48-49A4-A045-031FB0AC1A76},3228
29,Private,136017,10th,6,Never-married,Craft-repair,Not-in-family,White,Male,0,0,48,United-States,White Male,{A64D37BF-D6A5-4DEF-ADD3-0322537592C0},21553
34,Private,189809,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,52,Jamaica,Black Male,{5D34A61C-5DE6-47F9-A88A-032705BF47D4},23047
27,Private,194243,Prof-school,15,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,White Female,{160B0A27-64A6-4ABF-86DA-032C129089F5},20950
42,Self-emp-not-inc,27661,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,White Male,{FF8B2631-2A37-45F0-87A0-032FF4624800},15703
42,Self-emp-not-inc,82297,7th-8th,4,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,50,United-States,Black Female,{56A8F223-7EDA-4398-90D4-03321821D98E},21098
19,Private,271118,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,28,United-States,White Female,{AB41B4AF-0B10-43F7-8CC7-033371256DAC},15269
28,Self-emp-not-inc,195607,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,White Female,{BFCDB6B1-47E6-4311-8D01-0334E45D4E77},8776
50,Private,130780,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,United-States,Black Male,{605696EF-70E3-4732-A386-0335B0DD1B24},13691
50,Private,221791,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,Black,Male,0,0,40,United-States,Black Male,{0A9C160F-76FC-4824-93E2-0335E66FF833},17978
59,State-gov,349910,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,10605,0,50,United-States,White Male,{3EE11601-EAD4-408C-9F6C-0336037A7A48},24288
38,Private,242080,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,White Male,{8488C249-FBF3-4213-80CF-0339354293CF},30627
23,Private,117583,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,White Male,{6180459D-CC7B-4C3E-BB26-033A448609F1},14171
45,Private,102202,Assoc-voc,11,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,White Female,{54BA753E-372C-4331-8CDD-0343AF2F3B80},25415
21,Private,116788,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,White Male,{D18FA865-2B4C-4480-9ADC-0347298E5DE8},8527
46,Private,251243,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,White Female,{4013D833-8D64-47C1-8E2E-034855D8C9D3},26820
27,Private,164607,Bachelors,13,Separated,Tech-support,Own-child,White,Male,0,0,50,United-States,White Male,{4E8ED52A-2399-4A4D-9400-034AEB9C9A36},12072
90,Private,226968,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,White Male,{A375782F-19A1-441D-AC72-034C7D9E2143},15950
33,Private,119409,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,Other,Female,0,0,40,Columbia,Other Female,{5AB85000-44A3-4E01-9D57-034C92D2BECF},10456
47,State-gov,189123,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,White Male,{73A06057-FD60-4252-90FE-034E27D13B8C},200
46,Private,261059,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,50,United-States,White Male,{22121BFE-8E64-4A24-9D49-034E59F34D97},29016
34,State-gov,253121,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,White Male,{0B1363E6-A828-4C65-9D70-034F61A90A91},27789
18,Private,208447,12th,8,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,6,United-States,White Male,{83A2F07A-2996-4038-890E-034FA61E2E6A},6327
22,Private,333158,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,48,United-States,White Female,{FCC5A22F-4CD5-40B6-9F62-035022B8877D},25863
22,Private,110200,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,White Male,{C8D53047-53E8-49EE-8D5C-03508009A250},11675
58,Local-gov,160586,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,White Male,{ABEDFCCA-4915-46BB-AC33-0352E5F6DC54},9412
62,Private,91433,10th,6,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,White Female,{00F49AA0-8456-46F1-8086-0353091B0D45},31276
38,Private,89559,Some-college,10,Separated,Prof-specialty,Unmarried,White,Female,0,0,40,Germany,White Female,{C24F1D04-5FC3-4D6E-926E-03538DB2581B},15907
22,Private,43535,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,White Female,{E5B9F85C-A049-4CA0-AEC6-03541C147031},19942
47,Private,239439,11th,7,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,0,0,40,United-States,Black Female,{041F1FAD-D7BB-4093-AC9A-0355B7648B31},2939
41,Private,67339,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,7688,0,40,United-States,White Male,{7304546B-B561-4382-BDEA-035617BB8767},8045
40,Private,133974,Some-college,10,Divorced,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,White Male,{A4865AAC-F002-4FE4-A6C8-0357229EAA80},19850
22,Private,175883,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,White Female,{9A99E1D8-5954-4736-BCA7-035886DA4747},25300
44,Self-emp-not-inc,90021,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,30,United-States,White Male,{6B78FF6F-68FD-4F67-BA75-03597AE8BB22},16413
27,Private,176683,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,48,United-States,White Male,{1749D5E6-9F76-4592-8EA9-035DE38B60C5},7399
39,Private,238008,HS-grad,9,Widowed,Adm-clerical,Own-child,White,Female,0,0,40,United-States,White Female,{4D24E0E3-0762-49A8-9986-035F06B38158},2223
31,Local-gov,219883,HS-grad,9,Never-married,Protective-serv,Not-in-family,Black,Male,0,0,40,United-States,Black Male,{6086A4CF-D030-48A1-BD36-035F66807FA4},22834
21,Private,111676,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,White Female,{3AC34552-EC6A-4BC3-A063-036070AE605B},11256
72,Private,33404,10th,6,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,20,United-States,White Female,{0C64A422-503F-4A06-9B4B-0361775F1AC5},15292
22,Private,81145,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,25,United-States,White Female,{FF26F91B-4AA7-4835-B7A4-036213F0A01D},22583
23,Private,224640,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,White Female,{6F88D50D-6936-49E9-BBED-0362B2730436},28172
26,Self-emp-not-inc,34307,Assoc-voc,11,Never-married,Farming-fishing,Own-child,White,Male,0,0,65,United-States,White Male,{8445BACD-00E2-4155-8231-0363B516D711},21743
44,Private,82601,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,White Male,{0F5204F2-0E3A-4F95-810B-0364687C4A19},20187
39,Private,83893,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,White Male,{39A63D21-816B-4CCE-9F02-03686DF7983C},6091
74,Self-emp-not-inc,292915,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1825,12,United-States,White Male,{B643EAA9-E730-423B-BD64-036AD1D869AD},32296
45,Private,187581,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,White Male,{491BFEFB-1B4D-4072-A872-03708C72F389},14123
26,Private,78424,Assoc-voc,11,Never-married,Sales,Unmarried,White,Female,0,0,54,United-States,White Female,{AB103236-02A4-4471-AA2B-0370D4BB9EC0},19526
28,Private,334368,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Female,4650,0,40,United-States,White Female,{2179242E-8D51-4423-99CE-03764A18A1ED},14645
22,Self-emp-inc,40767,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,White Male,{50C01A8C-CAA4-4D34-A40A-037AAC47CFB2},2214
47,Self-emp-not-inc,126500,7th-8th,4,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,Puerto-Rico,White Male,{F303EA1B-471D-40F3-BA1E-037AFDB99736},21605
36,Self-emp-not-inc,295127,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,84,United-States,White Male,{2A56B0ED-E94C-47BB-826F-037C78F82AFD},10688
33,Private,69748,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,White Female,{FC657612-6816-40F2-9414-03811702252C},24094
30,Private,226443,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,White Male,{99D891A4-C31E-4853-AD11-0382D7F4C1A8},16141
39,Private,230467,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,1092,40,Germany,White Male,{04CD07F5-9E20-42C0-8773-038373ED2558},6596
22,Private,186452,10th,6,Never-married,Craft-repair,Not-in-family,White,Male,0,0,30,United-States,White Male,{7E98D1D9-1E1A-49DE-AD48-0385501A0A42},8034
34,Private,112115,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,55,United-States,White Male,{0D80C06E-DC8E-4725-B651-03857916AF87},26897
27,Private,154210,11th,7,Married-spouse-absent,Sales,Own-child,Asian-Pac-Islander,Male,0,0,35,India,Asian-Pac-Islander Male,{15B3C5EA-7B38-460D-B6BB-0386C37EA2D8},12313
40,Private,163434,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,White Male,{BFAF735C-529C-430A-9815-038C40448FE6},31271
20,Private,230113,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,50,United-States,White Male,{D02155C1-CA4E-4E06-996D-038CD1FF4171},26237
35,Self-emp-not-inc,462890,10th,6,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,50,United-States,Black Male,{B9EEC581-B4AB-412E-8DBD-03908D1CC280},3694
39,State-gov,55568,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,White Female,{50FEB810-117E-443A-BE21-0392289BF1D1},10042
46,Private,270565,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,White Male,{0FD7E1A0-4A9D-4AB7-8826-0396E917CAE4},31856
30,Private,633742,Some-college,10,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,45,United-States,Black Male,{98B45E28-81CE-4137-A2A9-039ADA6FA10F},1137
55,Private,158641,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,White Female,{D59E308F-8A81-4A1A-929A-039CFFCA8CF3},20216
24,Private,112854,Some-college,10,Never-married,Tech-support,Not-in-family,White,Female,0,0,16,United-States,White Female,{3B0AD58B-C18E-4395-AF43-039F5E4DAA94},890
24,Local-gov,187397,Some-college,10,Never-married,Protective-serv,Unmarried,Other,Male,1151,0,40,United-States,Other Male,{3F29DBC8-4A56-42F3-9E62-039FCEE29D6F},23406
35,Local-gov,329759,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,White Male,{00F7F423-7700-430A-A6A6-03A6389EE3FB},20696
53,Private,194791,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,45,United-States,White Male,{F38A1F28-5A17-4D1D-AFC8-03A63C1F4166},16296
49,State-gov,216734,Prof-school,15,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,White Female,{41F5AD04-A3CF-44B9-94FB-03A8FBB23D10},17198
40,Private,214242,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,White Male,{24018A2D-E760-41D0-95A8-03A913BC4D26},19519
33,Private,34748,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,1887,20,United-States,White Female,{D7920805-6DA9-476A-9925-03AC5AADCABC},20083
53,Private,251063,Some-college,10,Separated,Exec-managerial,Unmarried,Black,Female,0,0,40,United-States,Black Female,{8313A5AE-C56B-4053-9FF0-03AEC5D4D33C},29750
64,Local-gov,266080,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,35,United-States,White Female,{2E064896-D85A-475E-A4CE-03B6398832F5},9481
35,Local-gov,223242,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,White Male,{A52BB68F-637B-4DB5-AC85-03B784D3FC40},21750
41,Private,23646,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,White Female,{C81CD51D-75E2-4CFF-8A67-03BBC5BE16D3},277
73,Private,29675,HS-grad,9,Widowed,Other-service,Other-relative,White,Female,0,0,12,United-States,White Female,{6FBDA2B2-4AF6-405B-812E-03BE768B3D03},3214
40,Private,153372,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,White Male,{392EBA4F-3A88-49F3-9EF2-03C169CDADA5},7236
40,State-gov,390781,HS-grad,9,Divorced,Other-service,Not-in-family,Black,Female,0,0,48,United-States,Black Female,{6DC27D7C-A585-4D64-AFB1-03C16C3C03B7},13530
54,Private,141663,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,White Male,{C8C4E85E-26E5-4C2D-A1C6-03C39F524F21},23968
38,Self-emp-not-inc,200153,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,White Male,{4B51E364-79C0-4F11-99E3-03C3B9E959BB},3696
56,Private,392160,HS-grad,9,Widowed,Sales,Unmarried,White,Female,0,0,25,Mexico,White Female,{D446B7CA-220A-4D6B-896D-03C524A583F4},721
35,Private,176123,10th,6,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,60,India,Asian-Pac-Islander Male,{73C457AE-19E6-450D-9FA1-03CB85F503C5},22205
35,Private,255702,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,27,United-States,White Female,{8F3D13FF-B2F3-4452-AF4A-03D0F4770AA9},1522
39,Local-gov,45607,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,56,United-States,White Male,{3A63DC92-A430-43F7-B11A-03D647FC4BD4},550
34,Private,253438,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,White Male,{91845AC9-4DCE-48A6-BEAC-03D9B31F9307},8968
18,Private,155752,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,30,United-States,White Female,{AFFF9D89-7B77-4A90-A2EB-03DA06413A43},11712
59,Private,170988,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,White Male,{7B6A75B0-EA6B-49DC-8191-03DCDDB3B0BC},31161
26,Private,67240,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,White Male,{8F9A9C37-44D3-4A1D-8D85-03DEE3E244A0},12769
25,Private,195118,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,35,United-States,White Male,{2D2B6F51-9C7F-43DB-975E-03E2C8EE5314},3045
37,Self-emp-not-inc,143368,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,White Male,{A39BE856-1BDF-42A4-909D-03E60FE38EC6},15451
48,Private,176732,9th,5,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,White Female,{7E5C6E68-9190-4F46-9101-03E64CE5820B},25171
41,Self-emp-not-inc,44006,Assoc-voc,11,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,White Male,{F028C0E2-A2DA-4B38-95E0-03E812375B27},31861
57,Private,361324,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,White Male,{7027676F-A377-48B1-B056-03E86020AD7F},6467
34,Private,181311,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,White Male,{105483D5-C654-4FC3-8C16-03EA651A4221},10945
44,Private,326232,7th-8th,4,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,48,United-States,White Male,{65BEF26A-9B12-4065-8D82-03EAA8B3435C},19501
19,Private,266255,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,White Female,{4F9B6976-CC95-43E9-8F64-03EAC60F0A65},21585
44,Private,262684,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,1504,45,United-States,White Female,{396CE708-017C-4103-847D-03EEDE737D73},18242
53,State-gov,71417,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,White Male,{464A1AA1-98F3-4B05-9A13-03F07FF6B027},25820
30,Private,35644,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,10,United-States,White Male,{B027A613-E222-430A-AA35-03F14221D138},4119
27,Private,240172,Bachelors,13,Married-spouse-absent,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,White Male,{31159783-7F87-4B58-84F6-03F1F25348A0},18152
26,Private,330263,HS-grad,9,Separated,Other-service,Not-in-family,White,Male,0,0,40,United-States,White Male,{79915EFD-DA1D-47F4-903F-03F20A8E5313},18415
50,Private,185407,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,38,United-States,White Male,{C52F34B8-B94E-4D5E-97AC-03F55F5A0547},27359
19,Private,121788,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,30,United-States,White Female,{CB4B09F0-7458-44B0-B252-03FA8746A3A3},31983
34,Private,169564,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,White Female,{0DFB918D-97E1-498B-97A0-04000EA348CC},25806
48,Private,108557,Bachelors,13,Married-civ-spouse,Tech-support,Wife,White,Female,99999,0,40,United-States,White Female,{2DAF078E-2D28-4E68-B433-0401FC367C8B},16010
27,Private,292472,Some-college,10,Never-married,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,0,1876,45,Cambodia,Asian-Pac-Islander Male,{090C19A0-651B-4E01-BCD0-04065D5343C8},18335
45,Private,99179,11th,7,Widowed,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,White Female,{67EC90E2-4974-4BC5-B891-0406E7699D26},7786
63,Private,226422,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,White Male,{72B8B24B-D3A5-4740-82F9-040C318B2E7C},31412
34,Private,325658,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,White Male,{3A6352D0-5164-4DF0-9548-040D6D37E785},7153
22,Private,231053,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,70,United-States,White Male,{CC06711D-8BF7-483C-902A-040E7913E825},15234
39,Private,225544,Masters,14,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,Poland,White Male,{7E4E1E16-CEC2-47CF-85BF-040FF7DA1810},344
51,Private,392286,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,White Male,{90C8FF69-C25F-4593-97BA-04104382E760},15323
23,Private,185554,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,White Female,{067C1A48-DA0F-4A24-B64B-041082B2042B},11930
29,Private,132874,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,White Male,{E2E4F17E-32C2-4131-857D-0411EA9CEE9F},1416
24,Private,176389,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,White Male,{9D1E2E32-1EA9-4A93-9077-0412115F2461},28060
85,Private,98611,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,Poland,White Male,{CA729EED-C265-4A8E-881F-041693EE7A2E},31509
24,Private,611029,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,White Male,{FA8CBEB6-D076-40F5-8C36-041D01BB1562},5457
73,Self-emp-not-inc,241121,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,White Male,{7CB75F1D-B070-4C75-9647-041D102B1768},20981
79,Self-emp-not-inc,103684,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,White Male,{1FB0433C-2FF9-4021-A935-04203DEA4388},23593
50,Self-emp-inc,100029,Bachelors,13,Widowed,Sales,Unmarried,White,Male,0,0,65,United-States,White Male,{E38D0F5D-AA0D-4489-8AAE-0421055DB612},3522
47,Self-emp-inc,332355,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,50,United-States,White Male,{09B6A52C-5A6A-4708-BC61-042547CE0EB1},10909
29,Private,238680,Some-college,10,Never-married,Sales,Not-in-family,Black,Male,0,0,55,Outlying-US(Guam-USVI-etc),Black Male,{1D1C4DFB-9319-4977-A104-04255A8E2C8C},24839
58,Private,216941,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,White Female,{06123547-5F86-4CE1-9C61-0425646F354E},11789
53,Private,208570,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,26,United-States,White Female,{F334BBA9-C95C-461E-8881-042CE77109E6},26005
23,Private,227471,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,24,United-States,White Male,{723BF237-1945-4802-B807-042CE801C2BC},14980
22,Private,51111,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,White Female,{156ACF6E-6297-4F7D-9D30-042E73D370D9},3460
50,Self-emp-not-inc,341797,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,White Male,{DC4698B0-3751-454F-B13E-043088802564},13590
27,Self-emp-not-inc,300777,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,70,United-States,White Male,{EF5EE759-5EB7-4394-AEE7-043303103BE9},236
33,Private,41610,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,White Male,{1FA44294-16C4-4B99-B17C-043780484EB6},24746
37,Self-emp-not-inc,188774,Bachelors,13,Never-married,Protective-serv,Not-in-family,White,Male,0,0,55,United-States,White Male,{5AD9B00E-F10C-4729-B919-04386F4906B7},7145
36,Private,184659,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,52,United-States,White Male,{AE276173-EA95-48D2-A799-043F8D7E180A},10498
39,Private,216129,Assoc-acdm,12,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,35,Jamaica,Black Female,{1FAF5395-ECD1-4086-927A-044337DC5E6C},8624
58,Private,289364,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,45,United-States,White Male,{7178AC4B-52C0-4F09-8984-0443FA704876},1937
44,Private,153489,HS-grad,9,Never-married,Other-service,Unmarried,White,Male,0,0,40,United-States,White Male,{1AB18F26-BFE2-4078-9B3C-04446D542E17},15797
64,Private,270333,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,White Male,{05EF5D2E-A3F6-4703-9A5D-044859B670A7},2717
44,Self-emp-not-inc,274562,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,14344,0,40,United-States,White Male,{A1130A6B-6C61-4ACB-B0C5-0449C5B4031D},16981
25,Private,125159,Assoc-acdm,12,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,Jamaica,Black Male,{3163B9EB-0EB8-4C88-8452-044A2FA4EB5B},6899
29,Self-emp-not-inc,151476,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,White,Female,2174,0,40,United-States,White Female,{48B8CE4E-FBEF-45D4-875A-044F6EF690DD},4136
20,Private,224424,12th,8,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,White Male,{6992C935-803C-42DC-A594-0450894A55BF},16763
34,Local-gov,230420,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,White Male,{B153BF86-1D3D-401F-8ACC-0450E3FB24AF},18454
51,Private,306785,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,White Female,{5BD7F31A-6B63-4DEC-82D4-04559DE22129},5650
50,Private,198681,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,70,United-States,White Male,{F92C4B3F-DFAE-4628-A676-045668E08798},18191
20,Private,323573,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,White Female,{B79B08C4-17AC-46E9-A40B-0457E7455327},4775
64,Private,166715,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,20,United-States,White Male,{3E8FC02F-3B2B-4F0C-A318-045DCC70E925},31964
18,Private,304169,11th,7,Never-married,Sales,Own-child,White,Male,0,0,35,United-States,White Male,{D794292C-4181-4E15-833E-045F7E3457BD},3794
56,Self-emp-inc,165881,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,White Male,{7EA4CFEB-C9BD-4426-BCDE-04616FD3DB7F},15159
35,Private,106347,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,White Male,{03403C6C-EA91-4E1A-A551-046216300108},24750
41,Local-gov,175149,HS-grad,9,Divorced,Transport-moving,Not-in-family,Black,Female,0,0,38,United-States,Black Female,{2DA33ACC-D32D-486A-853F-046222D34C43},410
23,Private,275818,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,1974,40,United-States,White Female,{E3867E9A-ECE8-46A5-AEEC-04626B4D63C2},18626
75,Private,104896,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,2653,0,20,United-States,White Male,{8B8975C5-80FA-40AF-9F12-0464048FA1CA},27381
